Roll_Number,Student_Name,Attendance_Percentage,Quiz_Marks,Assignment_Marks,Midterm_Marks,Final_Marks,Result,Risk_Level
STU11053,Anum Chandio,83.0,13.0,17.0,23.0,28.0,Pass,Low Risk
STU46137,Usman Ghori,59.0,11.0,10.0,11.0,15.0,Fail,High Risk
STU76911,Shahzad Bhatti,89.0,18.0,16.0,30.0,27.0,Pass,Low Risk
STU43366,Osha Nawaz,79.0,11.0,12.0,19.0,16.0,Pass,Medium Risk
STU71035,Talha Sheikh,77.0,18.0,17.0,13.0,19.0,Pass,Low Risk
STU88013,Unknown Student,74.0,15.0,15.0,20.0,14.0,Pass,Medium Risk
STU78961,Khadija Hussain,88.0,15.0,16.0,26.0,21.0,Pass,Low Risk
STU14396,Faisal Yousaf,93.0,16.0,20.0,30.0,25.0,Pass,Low Risk
STU16574,Nida Kiani,89.0,19.0,16.0,28.0,29.0,Pass,Low Risk
STU53610,Nimra Niazi,84.0,12.0,16.0,26.0,16.0,Pass,Low Risk
STU27900,Osha Pasha,78.0,13.0,18.0,22.0,29.0,Pass,Low Risk
STU23993,Hamid Yousaf,92.0,20.0,19.0,27.0,30.0,Pass,Low Risk
STU30042,Sami Ali,86.0,15.0,19.0,23.0,26.0,Pass,Low Risk
STU63862,Bushra Qureshi,87.0,12.0,8.0,13.0,10.0,Fail,Medium Risk
STU37945,Amina Baig,90.0,13.0,18.0,25.0,27.0,Pass,Low Risk
STU98828,Rashid Bhatti,86.0,14.0,20.0,25.0,30.0,Pass,Low Risk
STU57648,Sadia Marwat,100.0,19.0,20.0,19.0,22.0,Pass,Low Risk
STU29368,Unknown Student,75.0,17.0,14.0,22.0,17.0,Pass,Low Risk
STU85680,Sobia Niazi,75.0,20.0,20.0,30.0,24.0,Pass,Low Risk
STU89536,Bilal Warraich,55.0,8.0,9.0,7.0,8.0,Fail,High Risk
STU70450,Wasi Hashmi,84.0,11.0,19.0,24.0,17.0,Pass,Low Risk
STU19776,Mehak Chaudhry,75.0,10.0,13.0,18.0,9.0,Fail,Medium Risk
STU14424,Danish Marwat,79.0,17.0,15.0,25.0,27.0,Pass,Low Risk
STU75008,Iqra Jafri,55.0,16.0,18.0,30.0,30.0,Pass,Low Risk
STU36103,Areeba Malik,56.0,10.0,9.0,14.0,17.0,Fail,Medium Risk
STU72886,Momina Mahmood,77.0,7.0,7.0,6.0,11.0,Fail,High Risk
STU_75049,Adnan Mirza,49.0,17.0,16.0,24.0,25.0,Pass,Low Risk
STU54444,Iram Lodhi,67.0,14.0,15.0,23.0,22.0,Pass,Low Risk
STU59238,Quratulain Saeed,76.0,16.0,20.0,20.0,30.0,Pass,Low Risk
STU88724,Zoya Qazi,74.0,19.0,17.0,29.0,24.0,Pass,Low Risk
STU92352,Aiman Raza,72.0,19.0,15.0,22.0,27.0,Pass,Low Risk
STU40602,Fatima Soomro,88.0,15.0,18.0,30.0,28.0,Pass,Low Risk
STU61924,Saba Cheema,74.0,14.0,16.0,23.0,20.0,Pass,Low Risk
STU45586,Naveed Bhatti,83.0,14.0,15.0,19.0,30.0,Pass,Low Risk
STU03613,Umair Leghari,92.0,16.0,20.0,23.0,25.0,Pass,Low Risk
STU77979,Rizwan Mirza,85.0,20.0,20.0,30.0,30.0,Pass,Low Risk
STU18586,Unknown Student,75.0,17.0,12.0,25.0,26.0,Pass,Low Risk
STU_60876,Zeeshan Bhatti,75.0,12.0,14.0,19.0,21.0,Pass,Medium Risk
STU92430,Fajar Ghori,63.0,8.0,10.0,16.0,15.0,Fail,Medium Risk
STU74313,Mishal Sabir,71.0,17.0,18.0,24.0,23.0,Pass,Low Risk
STU60923,Mahnoor Bajwa,85.0,8.0,9.0,9.0,17.0,Fail,Medium Risk
STU99422,Iqra Hashmi,67.0,14.0,15.0,21.0,20.0,Pass,Medium Risk
STU44037,Sohail Bajwa,85.0,14.0,13.0,23.0,27.0,Pass,Low Risk
STU28392,Aiman Qureshi,78.0,13.0,20.0,27.0,23.0,Pass,Low Risk
STU20549,Hina Pervez,71.0,13.0,15.0,22.0,16.0,Pass,Medium Risk
STU22633,Nida Pasha,66.0,19.0,18.0,27.0,23.0,Fail,Low Risk
STU60419,Luqman Mahmood,64.0,11.0,16.0,14.0,19.0,Fail,Medium Risk
STU16013,Kashif Qureshi,100.0,14.0,14.0,20.0,22.0,Pass,Low Risk
STU31944,Warda Awan,79.0,20.0,15.0,30.0,23.0,Pass,Low Risk
STU84171,Sana Raza,86.0,15.0,18.0,16.0,27.0,Pass,Low Risk
STU28794,Warda Ghori,88.0,20.0,15.0,30.0,30.0,Pass,Low Risk
STU12922,Khadija Nawaz,58.0,13.0,12.0,17.0,14.0,Fail,Medium Risk
STU35747,Owais Pervez,67.0,12.0,15.0,22.0,23.0,Pass,Medium Risk
STU92561,Quratulain Karim,93.0,20.0,19.0,20.0,30.0,Pass,Low Risk
STU23083,Talha Mirza,62.0,7.0,9.0,20.0,13.0,Fail,Medium Risk
STU44294,Tahira Pasha,87.0,20.0,11.0,23.0,22.0,Pass,Low Risk
STU81153,Javeria Malik,79.0,15.0,16.0,22.0,28.0,Pass,Low Risk
STU80863,Jawad Qureshi,60.0,7.0,7.0,22.0,22.0,Pass,Medium Risk
STU02944,Mehak Kiani,89.0,16.0,18.0,30.0,30.0,Pass,Low Risk
STU36583,Fawad Junejo,81.0,18.0,16.0,24.0,24.0,Pass,Low Risk
STU11750,Laiba Effendi,58.0,12.0,7.0,18.0,12.0,Fail,Medium Risk
STU72749,Adeel Javed,57.0,14.0,9.0,23.0,26.0,Pass,Medium Risk
STU62719,Kinza Hameed,80.0,17.0,18.0,30.0,27.0,Pass,Low Risk
STU84388,Haris Ahmed,51.0,9.0,9.0,14.0,10.0,Fail,High Risk
STU41021,Kinza Rind,78.0,17.0,16.0,27.0,18.0,Pass,Low Risk
STU40716,Sara Khan,90.0,11.0,18.0,21.0,18.0,Pass,Low Risk
STU75355,Eman Lodhi,58.0,19.0,20.0,28.0,29.0,Pass,Low Risk
STU92983,Osha Talpur,76.0,16.0,20.0,27.0,30.0,Pass,Low Risk
STU09453,Iqra Junejo,82.0,12.0,16.0,21.0,23.0,Pass,Low Risk
STU-76977,Adeel Yousaf,80.0,20.0,20.0,22.0,21.0,Pass,Low Risk
STU24667,Wasi Sheikh,79.0,15.0,17.0,21.0,25.0,Pass,Low Risk
STU38449,Fiza Pasha,73.0,17.0,12.0,25.0,25.0,Fail,Low Risk
STU32168,Adnan Leghari,100.0,20.0,20.0,29.0,30.0,Pass,Low Risk
STU32979,Abdullah Ansari,62.0,9.0,13.0,23.0,15.0,Fail,Medium Risk
STU81239,Osha Niazi,88.0,20.0,20.0,27.0,29.0,Pass,Low Risk
STU13100,Noman Pervez,75.0,9.0,11.0,16.0,17.0,Fail,Medium Risk
STU12121,Fajar Butt,68.0,15.0,15.0,17.0,15.0,Fail,Medium Risk
STU50631,Laiba Hashmi,86.0,20.0,14.0,22.0,26.0,Pass,Low Risk
STU98559,Hassan Yousafzai,73.0,13.0,14.0,23.0,20.0,Pass,Low Risk
STU74602,Noman Soomro,78.0,16.0,14.0,25.0,23.0,Pass,Low Risk
STU52191,Salman Javed,57.0,13.0,6.0,19.0,18.0,Pass,Medium Risk
STU21868,Sana Saeed,54.0,10.0,14.0,17.0,20.0,Pass,Medium Risk
STU10702,Hina Jafri,72.0,8.0,13.0,15.0,16.0,Pass,Medium Risk
STU17720,Farhan Ansari,82.0,16.0,13.0,22.0,18.0,Pass,Low Risk
STU95714,Haris Javed,73.0,13.0,11.0,20.0,30.0,Pass,Low Risk
STU79053,Daniyal Awan,79.0,12.0,16.0,20.0,13.0,Pass,Medium Risk
STU03486,Aiman Qureshi,75.0,8.0,7.0,16.0,8.0,Fail,High Risk
STU15911,Rabia Khan,76.0,18.0,16.0,30.0,27.0,Pass,Low Risk
STU07282,Rida Hussain,60.0,12.0,12.0,22.0,17.0,Pass,Medium Risk
STU03384,Zainab Kiani,100.0,19.0,19.0,30.0,30.0,Pass,Low Risk
STU53821,Alishba Tanveer,73.0,15.0,14.0,22.0,23.0,Pass,Low Risk
STU16473,Sehar Junejo,87.0,14.0,10.0,20.0,18.0,Pass,Medium Risk
STU54179,Quratulain Malik,71.0,13.0,16.0,20.0,24.0,Pass,Low Risk
STU41750,Zainab Mahmood,45.0,14.0,9.0,17.0,22.0,Pass,Medium Risk
STU47151,Sami Mirza,94.0,20.0,20.0,23.0,26.0,Pass,Low Risk
STU35436,Zaid Butt,50.0,15.0,17.0,30.0,27.0,Pass,Low Risk
STU02693,Uzma Soomro,48.0,12.0,7.0,13.0,10.0,Fail,High Risk
STU85753,Amal Ansari,100.0,18.0,19.0,30.0,22.0,Pass,Low Risk
STU89298,Mishal Farooq,60.0,10.0,11.0,16.0,16.0,Fail,Medium Risk
STU99348,Sami Hashmi,60.0,9.0,10.0,8.0,15.0,Fail,High Risk
STU35170,Unknown Student,75.0,19.0,18.0,25.0,24.0,Pass,Low Risk
STU69117,Mishal Dar,69.0,16.0,13.0,22.0,23.0,Pass,Low Risk
STU12237,Ehsan Tanveer,67.0,17.0,20.0,13.0,20.0,Pass,Medium Risk
STU19102,Zubair Butt,55.0,10.0,13.0,22.0,18.0,Pass,Medium Risk
STU63300,Tariq Saeed,57.0,3.0,10.0,17.0,10.0,Fail,High Risk
STU35739,Danish Hameed,70.0,14.0,13.0,18.0,24.0,Pass,Medium Risk
STU47735,Areeba Pasha,68.0,14.0,16.0,24.0,27.0,Pass,Low Risk
STU39357,Eman Javed,61.0,16.0,13.0,10.0,17.0,Fail,Medium Risk
STU97184,Umair Orakzai,66.0,13.0,14.0,22.0,20.0,Pass,Medium Risk
STU70817,Rida Tanveer,83.0,20.0,20.0,30.0,30.0,Pass,Low Risk
STU72583,Laiba Hashmi,69.0,13.0,9.0,19.0,22.0,Pass,Medium Risk
STU21065,Salman Pervez,100.0,16.0,20.0,22.0,30.0,Pass,Low Risk
STU90548,Iram Sabir,73.0,14.0,15.0,17.0,14.0,Pass,Medium Risk
STU19553,Momina Hameed,40.0,16.0,14.0,18.0,21.0,Pass,Medium Risk
STU33959,Aiman Effendi,91.0,15.0,20.0,24.0,28.0,Pass,Low Risk
STU05332,Arslan Niazi,80.0,15.0,20.0,25.0,29.0,Pass,Low Risk
STU85789,Sara Chaudhry,89.0,19.0,12.0,23.0,21.0,Pass,Low Risk
STU58938,Rashid Lodhi,87.0,18.0,20.0,22.0,25.0,Pass,Low Risk
STU44117,Noor Rana,84.0,18.0,17.0,24.0,21.0,Pass,Low Risk
STU70706,Sundas Abbasi,78.0,12.0,17.0,24.0,23.0,Pass,Low Risk
STU93707,Kinza Jafri,55.0,13.0,12.0,12.0,17.0,Fail,Medium Risk
STU66183,Areeba Hussain,68.0,8.0,9.0,14.0,12.0,Fail,High Risk
STU40225,Rashid Hussain,46.0,6.0,11.0,13.0,16.0,Fail,High Risk
STU80527,Osha Saeed,73.0,18.0,20.0,30.0,27.0,Pass,Low Risk
STU09662,Sohail Ahmed,88.0,20.0,19.0,24.0,25.0,Pass,Low Risk
STU54220,Komal Talpur,73.0,13.0,14.0,20.0,26.0,Pass,Low Risk
STU87032,Usman Chandio,80.0,11.0,14.0,16.0,20.0,Pass,Medium Risk
STU94989,Yumna Cheema,63.0,12.0,15.0,28.0,20.0,Pass,Low Risk
STU58734,Huma Abbasi,70.0,16.0,14.0,21.0,29.0,Pass,Low Risk
STU80702,Noman Marwat,70.0,17.0,14.0,20.0,24.0,Pass,Low Risk
STU69827,Kashif Warraich,74.0,17.0,15.0,20.0,18.0,Pass,Low Risk
STU79785,Danish Javed,86.0,15.0,12.0,26.0,22.0,Pass,Low Risk
STU04201,Ghulam Effendi,79.0,17.0,15.0,25.0,22.0,Pass,Low Risk
STU31846,Noor Rind,68.0,12.0,10.0,20.0,19.0,Pass,Medium Risk
STU74492,Raheel Soomro,81.0,16.0,19.0,28.0,30.0,Pass,Low Risk
STU53710,Fatima Rana,52.0,8.0,8.0,14.0,14.0,Pass,High Risk
STU97333,Rabia Sabir,89.0,14.0,15.0,24.0,23.0,Pass,Low Risk
STU77630,Rashid Mahmood,92.0,17.0,19.0,25.0,26.0,Pass,Low Risk
STU58422,Rida Bhatti,94.0,17.0,20.0,30.0,30.0,Pass,Low Risk
STU62992,Asad Javed,78.0,18.0,16.0,25.0,29.0,Pass,Low Risk
STU96351,Zoya Farooq,62.0,13.0,10.0,20.0,12.0,Pass,Medium Risk
STU61833,Zainab Farooq,84.0,18.0,16.0,19.0,30.0,Fail,Low Risk
STU23551,Wajeeha Iqbal,75.0,17.0,15.0,24.0,22.0,Pass,Low Risk
STU47977,Jawad Cheema,73.0,14.0,10.0,26.0,23.0,Pass,Low Risk
STU69983,Saad Karim,84.0,18.0,20.0,23.0,27.0,Pass,Low Risk
STU50162,Hamid Hameed,74.0,15.0,13.0,17.0,17.0,Pass,Medium Risk
STU45749,Ibrahim Bajwa,53.0,5.0,10.0,15.0,11.0,Fail,High Risk
STU84962,Naveed Niazi,88.0,15.0,15.0,20.0,26.0,Pass,Low Risk
STU47625,Yousuf Khan,67.0,10.0,17.0,17.0,25.0,Pass,Medium Risk
STU11452,Fatima Junejo,75.0,15.0,17.0,22.0,30.0,Pass,Low Risk
STU50380,Nimra Junejo,67.0,18.0,20.0,28.0,25.0,Pass,Low Risk
STU16818,Unknown Student,41.0,10.0,7.0,17.0,18.0,Fail,High Risk
STU46016,Ghulam Javed,52.0,12.0,9.0,17.0,12.0,Fail,Medium Risk
STU60034,Usman Pervez,77.0,15.0,19.0,29.0,30.0,Pass,Low Risk
STU90726,Danish Siddiqui,82.0,16.0,20.0,30.0,30.0,Pass,Low Risk
STU30672,Tahira Orakzai,86.0,18.0,18.0,29.0,30.0,Pass,Low Risk
STU53117,Fatima Ansari,79.0,8.0,15.0,22.0,22.0,Pass,Medium Risk
STU69317,Mahnoor Pervez,60.0,12.0,14.0,16.0,18.0,Pass,Medium Risk
STU29223,Fawad Chandio,98.0,16.0,19.0,30.0,25.0,Pass,Low Risk
STU90999,Kiran Hashmi,100.0,20.0,20.0,27.0,22.0,Fail,Low Risk
STU63520,Rimsha Dar,88.0,15.0,17.0,25.0,26.0,Fail,Low Risk
STU50544,Fawad Hashmi,40.0,2.0,0.0,4.0,2.0,Pass,High Risk
STU09609,Sana Hussain,84.0,10.0,12.0,22.0,23.0,Pass,Medium Risk
STU57307,Danish Effendi,68.0,14.0,6.0,20.0,14.0,Pass,Medium Risk
STU02782,Salman Rashid,74.0,15.0,14.0,20.0,23.0,Pass,Low Risk
STU33003,Anum Chandio,54.0,14.0,8.0,24.0,20.0,Pass,Medium Risk
STU78657,Momina Mirza,71.0,18.0,18.0,25.0,21.0,Pass,Low Risk
STU61136,Rimsha Sheikh,77.0,16.0,13.0,23.0,20.0,Pass,Low Risk
STU65987,Rida Pasha,75.0,15.0,12.0,23.0,22.0,Pass,Low Risk
STU84851,Mohsin Hashmi,99.0,17.0,20.0,26.0,27.0,Pass,Low Risk
STU98833,Khadija Effendi,60.0,16.0,12.0,10.0,16.0,Fail,Medium Risk
STU26288,Haris Soomro,88.0,15.0,12.0,22.0,15.0,Pass,Low Risk
STU36014,Talha Saeed,88.0,15.0,12.0,26.0,28.0,Pass,Low Risk
STU16656,Talha Chaudhry,80.0,16.0,17.0,28.0,25.0,Pass,Low Risk
STU81410,Rabia Qureshi,100.0,20.0,17.0,28.0,27.0,Pass,Low Risk
STU55956,Adnan Baig,75.0,20.0,20.0,28.0,27.0,Pass,Low Risk
STU80144,Nimra Junejo,60.0,10.0,13.0,19.0,15.0,Fail,Medium Risk
STU16210,Adeel Ali,61.0,14.0,16.0,26.0,17.0,Pass,Low Risk
STU68578,Rizwan Mahmood,57.0,6.0,2.0,6.0,6.0,Fail,High Risk
STU42616,Momina Butt,68.0,17.0,17.0,30.0,20.0,Pass,Low Risk
STU94282,Salman Mirza,75.0,16.0,17.0,26.0,23.0,Pass,Low Risk
STU99922,Usman Warraich,75.0,12.0,16.0,25.0,30.0,Pass,Low Risk
STU14251,Yasir Hameed,83.0,12.0,12.0,28.0,23.0,Pass,Low Risk
STU74362,Nasir Abbasi,63.0,11.0,13.0,18.0,21.0,Pass,Medium Risk
STU54324,Saad Cheema,64.0,15.0,18.0,20.0,29.0,Pass,Low Risk
STU37685,Basit Saeed,75.0,19.0,13.0,21.0,24.0,Pass,Low Risk
STU78743,Sobia Waheed,65.0,14.0,15.0,18.0,18.0,Pass,Medium Risk
STU43786,Mehak Iqbal,80.0,16.0,11.0,17.0,23.0,Pass,Medium Risk
STU34723,Farhan Ansari,78.0,18.0,19.0,30.0,29.0,Pass,Low Risk
STU00770,Aamir Ali,65.0,14.0,11.0,19.0,28.0,Pass,Medium Risk
STU60268,Yumna Yousaf,66.0,13.0,14.0,26.0,22.0,Pass,Low Risk
STU76420,Rida Farooq,59.0,15.0,15.0,24.0,24.0,Pass,Low Risk
STU90820,Noor Bajwa,74.0,18.0,15.0,21.0,25.0,Pass,Low Risk
STU75387,Tahira Gill,85.0,20.0,20.0,22.0,27.0,Pass,Low Risk
STU95529,Eman Karim,70.0,12.0,11.0,21.0,19.0,Pass,Medium Risk
STU35148,Zubair Rana,100.0,18.0,16.0,30.0,30.0,Pass,Low Risk
STU98913,Unknown Student,100.0,20.0,20.0,30.0,22.0,Pass,Low Risk
STU97497,Uzma Dar,70.0,16.0,14.0,23.0,27.0,Pass,Low Risk
STU24014,Mohsin Mahmood,53.0,11.0,7.0,16.0,14.0,Fail,High Risk
STU71286,Ehsan Rashid,70.0,12.0,18.0,22.0,10.0,Pass,Medium Risk
STU47522,Asad Pasha,64.0,15.0,20.0,20.0,18.0,Pass,Low Risk
STU83455,Huma Rashid,89.0,20.0,18.0,30.0,29.0,Pass,Low Risk
STU29753,Mishal Yousafzai,69.0,11.0,15.0,17.0,19.0,Pass,Medium Risk
STU80979,Maria Butt,80.0,15.0,12.0,22.0,25.0,Pass,Low Risk
STU68572,Shahzad Chaudhry,53.0,8.0,11.0,16.0,13.0,Fail,High Risk
STU64024,Ehsan Cheema,86.0,17.0,17.0,18.0,22.0,Pass,Low Risk
STU75337,Bilal Siddiqui,76.0,16.0,16.0,27.0,23.0,Pass,Low Risk
STU11322,Asad Malik,63.0,16.0,16.0,25.0,25.0,Pass,Low Risk
STU90654,Zoya Hussain,100.0,18.0,15.0,27.0,30.0,Pass,Low Risk
STU37042,Sami Effendi,96.0,18.0,20.0,30.0,30.0,Pass,Low Risk
STU94988,Sundas Rashid,81.0,17.0,15.0,22.0,24.0,Pass,Low Risk
STU98100,Mahnoor Rana,79.0,17.0,12.0,18.0,24.0,Pass,Low Risk
STU13917,Saad Rashid,51.0,11.0,17.0,15.0,21.0,Pass,Medium Risk
STU50085,Danish Iqbal,87.0,20.0,20.0,25.0,30.0,Pass,Low Risk
STU69803,Sami Rind,51.0,10.0,12.0,15.0,15.0,Fail,Medium Risk
STU49891,Amina Soomro,65.0,12.0,12.0,12.0,20.0,Fail,Medium Risk
STU74813,Rimsha Lodhi,77.0,19.0,17.0,22.0,28.0,Pass,Low Risk
STU68243,Luqman Yousafzai,50.0,17.0,17.0,24.0,29.0,Pass,Low Risk
STU14678,Mariam Durrani,74.0,20.0,16.0,14.0,23.0,Pass,Low Risk
STU05763,Tahira Khan,67.0,20.0,17.0,26.0,26.0,Pass,Low Risk
STU02837,Ehsan Javed,75.0,16.0,7.0,19.0,22.0,Pass,Medium Risk
STU52400,Uzma Hussain,76.0,12.0,16.0,20.0,22.0,Pass,Low Risk
STU87920,Aiman Nawaz,89.0,20.0,17.0,26.0,28.0,Pass,Low Risk
STU44232,Asad Baig,69.0,20.0,15.0,20.0,11.0,Pass,Low Risk
STU93811,Huma Jafri,65.0,13.0,9.0,17.0,20.0,Pass,Medium Risk
STU76457,Hina Chandio,67.0,10.0,15.0,15.0,11.0,Fail,Medium Risk
STU-06836,Adnan Yousaf,72.0,11.0,14.0,25.0,19.0,Pass,Medium Risk
STU45244,Waqar Ghori,94.0,15.0,19.0,20.0,24.0,Pass,Low Risk
STU85489,Hamid Soomro,100.0,17.0,20.0,30.0,26.0,Pass,Low Risk
STU21546,Kiran Cheema,76.0,16.0,15.0,23.0,24.0,Pass,Low Risk
STU48645,Sohail Cheema,64.0,13.0,9.0,18.0,16.0,Fail,Medium Risk
STU14855,Wasi Bajwa,88.0,16.0,16.0,27.0,16.0,Pass,Low Risk
STU57145,Bilal Bhatti,75.0,18.0,20.0,29.0,28.0,Pass,Low Risk
STU06241,Asad Pasha,75.0,17.0,15.0,26.0,28.0,Pass,Low Risk
STU13810,Lubna Gill,69.0,17.0,17.0,25.0,26.0,Pass,Low Risk
STU33114,Asad Chaudhry,56.0,13.0,14.0,18.0,22.0,Pass,Medium Risk
STU97622,Quratulain Ahmed,48.0,7.0,11.0,13.0,13.0,Fail,High Risk
STU28350,Rimsha Awan,59.0,11.0,8.0,20.0,15.0,Pass,Medium Risk
STU06991,Bisma Chandio,40.0,6.0,11.0,7.0,9.0,Fail,High Risk
STU93397,Osha Rashid,95.0,14.0,18.0,22.0,23.0,Pass,Low Risk
STU95927,Rukhsar Pervez,66.0,20.0,19.0,27.0,22.0,Pass,Low Risk
STU34032,Sehar Sheikh,86.0,20.0,20.0,25.0,28.0,Pass,Low Risk
STU39415,Owais Malik,73.0,18.0,19.0,24.0,24.0,Pass,Low Risk
STU59391,Unknown Student,57.0,13.0,12.0,17.0,23.0,Pass,Medium Risk
STU92968,Unknown Student,53.0,7.0,8.0,17.0,15.0,Fail,High Risk
STU91831,Laiba Khan,75.0,12.0,13.0,17.0,19.0,Pass,Medium Risk
STU63836,Saad Chaudhry,75.0,13.0,12.0,18.0,26.0,Pass,Medium Risk
STU95145,Danish Hameed,100.0,18.0,19.0,30.0,30.0,Pass,Low Risk
STU20053,Ehsan Hashmi,77.0,16.0,17.0,27.0,20.0,Pass,Low Risk
STU97935,Lubna Lodhi,55.0,2.0,10.0,20.0,23.0,Pass,Medium Risk
STU38550,Rimsha Pasha,66.0,12.0,9.0,18.0,24.0,Pass,Medium Risk
STU95147,Qasim Leghari,89.0,20.0,19.0,22.0,30.0,Pass,Low Risk
STU88417,Rabia Rana,52.0,15.0,1.0,8.0,6.0,Fail,High Risk
STU62798,Saba Dar,95.0,20.0,20.0,30.0,30.0,Pass,Low Risk
STU18267,Nida Siddiqui,75.0,11.0,14.0,19.0,17.0,Pass,Medium Risk
STU43851,Danish Qazi,75.0,20.0,20.0,30.0,30.0,Pass,Low Risk
STU68439,Naveed Qazi,75.0,17.0,14.0,23.0,22.0,Pass,Low Risk
STU07851,Rashid Ali,69.0,12.0,8.0,18.0,19.0,Pass,Medium Risk
STU14076,Laiba Iqbal,54.0,18.0,15.0,19.0,30.0,Pass,Low Risk
STU95814,Fiza Saeed,96.0,20.0,20.0,27.0,29.0,Pass,Low Risk
STU53813,Unknown Student,59.0,9.0,10.0,13.0,10.0,Fail,High Risk
STU54816,Mehak Ali,61.0,16.0,10.0,19.0,17.0,Pass,Medium Risk
STU10169,Hira Siddiqui,52.0,12.0,6.0,9.0,12.0,Pass,High Risk
STU16964,Imran Karim,40.0,5.0,9.0,12.0,7.0,Fail,High Risk
STU16249,Rizwan Tanveer,54.0,14.0,9.0,17.0,12.0,Fail,Medium Risk
STU88465,Saba Soomro,73.0,17.0,15.0,22.0,26.0,Fail,Low Risk
STU17923,Tariq Javed,93.0,17.0,16.0,27.0,28.0,Pass,Low Risk
STU09470,Yasir Javed,83.0,14.0,12.0,22.0,26.0,Pass,Low Risk
STU76039,Rashid Warraich,67.0,15.0,15.0,21.0,26.0,Pass,Low Risk
STU91380,Farhan Ali,70.0,10.0,13.0,15.0,15.0,Pass,Medium Risk
STU28519,Asad Marwat,88.0,15.0,18.0,22.0,25.0,Pass,Low Risk
STU33188,Saad Raza,40.0,0.0,5.0,0.0,4.0,Fail,High Risk
STU59608,Gulnaz Dar,76.0,14.0,11.0,25.0,18.0,Pass,Low Risk
STU26136,Abdullah Ghori,92.0,20.0,20.0,26.0,27.0,Pass,Low Risk
STU36889,Zainab Effendi,74.0,17.0,15.0,24.0,30.0,Pass,Low Risk
STU40497,Yousuf Marwat,54.0,10.0,7.0,17.0,10.0,Fail,High Risk
STU05658,Wajeeha Raza,74.0,12.0,15.0,19.0,16.0,Pass,Medium Risk
STU20512,Farah Awan,95.0,12.0,13.0,18.0,21.0,Pass,Low Risk
STU50352,Jawad Bhatti,59.0,9.0,15.0,19.0,21.0,Pass,Medium Risk
STU62123,Haris Hashmi,51.0,12.0,14.0,16.0,19.0,Pass,Medium Risk
STU15431,Bilal Gill,75.0,11.0,13.0,17.0,18.0,Pass,Medium Risk
STU05752,Sami Chandio,67.0,14.0,14.0,19.0,20.0,Pass,Medium Risk
STU85037,Javeria Rind,81.0,13.0,18.0,26.0,19.0,Pass,Low Risk
STU66800,Iram Awan,75.0,10.0,15.0,24.0,21.0,Pass,Low Risk
STU82538,Mohsin Talpur,83.0,15.0,16.0,25.0,29.0,Pass,Low Risk
STU40132,Ayesha Niazi,90.0,20.0,16.0,26.0,23.0,Pass,Low Risk
STU53068,Asif Dar,78.0,20.0,18.0,30.0,30.0,Pass,Low Risk
STU24035,Unknown Student,80.0,19.0,20.0,30.0,30.0,Pass,Low Risk
STU11203,Haris Dar,83.0,17.0,18.0,22.0,26.0,Pass,Low Risk
STU95572,Junaid Farooq,89.0,16.0,13.0,23.0,29.0,Pass,Low Risk
STU31128,Zoya Jafri,58.0,15.0,11.0,20.0,18.0,Pass,Medium Risk
STU16727,Bilal Butt,86.0,18.0,20.0,24.0,24.0,Pass,Low Risk
STU_39558,Anum Javed,71.0,11.0,18.0,15.0,28.0,Pass,Medium Risk
STU09350,Amber Lodhi,62.0,16.0,17.0,24.0,24.0,Pass,Low Risk
STU74833,Hira Dar,83.0,20.0,17.0,26.0,29.0,Pass,Low Risk
STU06277,Asif Mahmood,54.0,6.0,6.0,14.0,15.0,Fail,High Risk
STU10090,Unknown Student,59.0,11.0,10.0,16.0,17.0,Pass,Medium Risk
STU81040,Kamran Dar,52.0,8.0,10.0,13.0,10.0,Fail,High Risk
STU53330,Bilal Raza,83.0,13.0,11.0,25.0,19.0,Pass,Low Risk
STU41422,Rukhsar Leghari,47.0,20.0,18.0,30.0,29.0,Fail,Low Risk
STU31505,Hina Hashmi,91.0,19.0,15.0,29.0,25.0,Pass,Low Risk
STU95149,Farhan Bajwa,71.0,15.0,9.0,18.0,18.0,Pass,Medium Risk
STU30287,Owais Sheikh,71.0,14.0,12.0,22.0,22.0,Pass,Low Risk
STU55514,Ayesha Niazi,58.0,11.0,9.0,20.0,17.0,Pass,Medium Risk
STU46002,Salman Hameed,75.0,16.0,14.0,16.0,19.0,Fail,Medium Risk
STU14447,Jawad Chaudhry,86.0,18.0,18.0,29.0,30.0,Pass,Low Risk
STU29371,Sami Mahmood,74.0,14.0,10.0,19.0,27.0,Pass,Medium Risk
STU72779,Abdullah Cheema,68.0,15.0,14.0,25.0,25.0,Pass,Low Risk
STU15306,Rabia Yousafzai,67.0,9.0,14.0,17.0,14.0,Pass,Medium Risk
STU28185,Abdullah Warraich,93.0,16.0,16.0,28.0,27.0,Pass,Low Risk
STU80557,Unknown Student,58.0,9.0,14.0,21.0,25.0,Pass,Medium Risk
STU44186,Eman Mirza,81.0,14.0,17.0,20.0,26.0,Pass,Low Risk
STU97923,Sehar Dar,95.0,20.0,15.0,23.0,27.0,Pass,Low Risk
STU39043,Kamran Leghari,77.0,20.0,18.0,26.0,23.0,Pass,Low Risk
STU20621,Haris Siddiqui,80.0,19.0,17.0,22.0,29.0,Pass,Low Risk
STU42565,Dua Orakzai,61.0,11.0,6.0,13.0,19.0,Fail,Medium Risk
